332,401
333,400
335,384
312,351
308,389
277,372
294,370
287,368
270,325
305,312
352,331
307,315
307,308
282,308
271,305
310,297
283,300
305,313
300,270
353,304
332,284
294,312
293,266
297,277
328,259
320,272
320,279
346,264
362,251
333,249
354,226
368,234
369,262
340,223
326,251
322,234
373,211
328,225
342,220
366,208
349,216
314,223
344,192
358,189
308,198
352,200
325,197
298,184
320,201
306,205
317,174
298,178
318,186
295,199
346,172
313,192
287,186
324,204
310,186
343,211
346,206
340,187
289,211
321,208
342,193
323,191
312,218
308,216
324,215
344,206
328,208
310,238
348,244
360,217
370,273
355,262
349,266
378,250
391,283
373,226
397,291
395,271
383,266
380,269
378,253
356,306
402,290
367,263
345,270
330,244
349,284
322,265
331,286
303,289
305,262
277,286
292,300
293,285
317,290
286,278
311,246
313,295
318,272
306,283
252,279
292,291
275,290
261,269
270,276
247,316
235,258
241,239
248,257
230,256
223,255
253,251
208,229
191,258
181,227
201,233
194,222
160,212
139,226
162,217
148,220
133,202
114,171
120,182
90,197
117,165
95,174
88,183
113,168
91,175
82,191
77,166
92,148
80,134
94,149
66,155
75,138
77,152
71,127
67,122
59,142
56,129
47,135
55,130
57,149
54,145
53,163
61,156
63,154
60,156
67,153
48,152
57,149
54,156
59,158
66,152
55,165
77,158
80,192
56,189
69,187
80,207
78,222
89,249
100,279
145,286
172,279
305,2065
3662,590
4,16
1,5
2,8
0,4
2,10
1,20
3,26
1,35
6,40
13,37
12,61
18,72
18,91
31,105
35,132
72,148
85,176
120,206
165,184
146,237
204,263
209,291
250,331
256,324
259,327
305,338
312,323
354,352
346,333
399,364
399,385
439,427
411,407
397,377
424,431
389,455
407,463
417,517
395,459
444,522
422,481
441,540
464,524
413,559
450,518
407,597
437,552
416,568
426,562
443,567
427,587
478,627
437,593
441,626
426,567
456,616
470,614
446,608
455,571
411,581
436,525
450,529
478,489
461,495
422,526
452,503
399,465
396,464
361,445
374,426
356,427
358,394
363,361
361,368
360,303
346,321
325,292
277,323
291,297
316,260
265,283
312,243
265,217
267,229
261,209
220,200
237,200
230,196
228,184
237,149
221,167
242,179
205,137
215,157
206,135
219,125
208,133
222,148
200,125
208,130
199,123
198,138
216,131
210,146
229,112
227,129
205,122
218,141
268,123
222,135
232,143
236,116
266,118
243,120
237,133
248,163
244,115
248,136
242,131
249,118
239,144
262,120
279,143
250,150
284,130
270,163
251,143
249,126
270,131
251,136
244,159
266,151
259,131
274,140
287,153
274,139
252,156
281,156
284,146
258,152
298,180
302,145
277,153
295,160
294,167
280,138
286,166
327,191
309,192
319,193
304,177
283,210
312,180
296,205
302,188
299,202
310,232
335,225
308,221
309,238
355,229
359,235
375,237
347,262
356,240
382,254
370,268
347,269
368,275
324,240
361,275
349,265
378,304
344,278
339,283
348,250
358,254
321,258
309,254
284,320
261,261
292,263
275,273
305,272
283,268
252,266
313,313
279,305
292,280
296,267
233,248
277,242
262,280
241,291
243,289
255,300
216,257
184,275
182,299
190,255
169,251
198,238
153,264
165,253
144,254
149,244
125,241
112,229
109,214
103,236
96,215
95,187
98,217
76,204
87,181
93,191
67,182
66,168
63,176
84,156
64,149
65,178
72,169
74,144
59,150
75,135
67,145
61,133
57,136
51,123
59,138
50,147
61,124
48,130
47,125
38,113
60,160
68,139
48,167
58,147
50,140
64,172
56,144
68,183
74,169
77,186
68,175
88,190
86,224
105,263
92,283
164,290
157,294
318,273
212,2080
3585,819
